,woiid,PlayerName,TeamID,ShortName,Way,TOTMIN,Calc-AAV,Contract.ID,ElgEffSn,EffSn,Contract.Length,Year,Written.AAV,DetailID,NHL.Salary,Signing.Bonus,NDC,NTC,Retired,BoughtOut,slid,BonusElg,MinorSal,JuniorSal,MinimumSal,Source,FAStatus,ContractStatus,NHLExpr,YrsPro,WhereAbt,RtrStatus,AgeELFA,pos,BonusID,BonusMax,BonusMet,BonusDesc,TotalComp,Name,Age,aAAV
4468,fabbrro96,Robby Fabbri &fabbrro96,NA,NA,TWO,280000,1202500,xfabbrro96-2015,2015,2015,3,2018,NA,"3,891.5",832500,0,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,NA,425000,0,NA,832500,Robby Fabbri,21,"894,166.666666667"
4469,faddemi88,Mitch Fadden &faddemi88,NA,NA,TWO,165000,603333,xfaddemi88-1,NULL,2010,3,2010,NA,faddemi88-1-1,5E+05,25000,,,,,,FALSE,52500,0,52500,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,525000,Mitch Fadden,21,"603,333.333333333"
4470,faddemi88,Mitch Fadden &faddemi88,NA,NA,TWO,165000,603333,xfaddemi88-1,NULL,2010,3,2011,NA,faddemi88-1-2,550000,50000,,,,,,FALSE,55000,0,55000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,6E+05,Mitch Fadden,22,"603,333.333333333"
4471,faddemi88,Mitch Fadden &faddemi88,NA,NA,TWO,165000,603333,xfaddemi88-1,NULL,2010,3,2012,NA,faddemi88-1-3,625000,60000,,,,,,FALSE,57500,0,57500,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,685000,Mitch Fadden,23,"603,333.333333333"
4472,faheybr81,Brian Fahey &faheybr81,NA,NA,TWO,210000,500000,xfaheybr81-1,NULL,2009,2,2009,NA,faheybr81-1-1,5E+05,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,5E+05,Brian Fahey,27,5E+05
4473,faheybr81,Brian Fahey &faheybr81,NA,NA,TWO,210000,500000,xfaheybr81-1,NULL,2009,2,2010,NA,faheybr81-1-2,5E+05,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,5E+05,Brian Fahey,28,5E+05
4474,faheybr81,Brian Fahey &faheybr81,NA,NA,TWO,105000,500000,xfaheybr81-2,NULL,2011,1,2011,NA,faheybr81-2-1,5E+05,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,5E+05,Brian Fahey,29,5E+05
4475,faheyji79,NA,NA,NA,Unknown,NA,NA,2003faheyji79,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575000,Jim Fahey,23,NA
4476,faheyji79,NA,NA,NA,Unknown,NA,NA,2004faheyji79,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6E+05,Jim Fahey,24,NA
4477,faheyji79,NA,NA,NA,Unknown,NA,NA,2006faheyji79,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,Jim Fahey,26,NA
4478,faheyji79,NA,NA,NA,Unknown,NA,NA,2007faheyji79,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5E+05,Jim Fahey,27,NA
4479,faircca89,Cade Fairchild &faircca89,NA,NA,TWO,125000,625000,xfaircca89-1,NULL,2012,2,2012,NA,faircca89-1-1,525000,87500,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,612500,Cade Fairchild,22,625000
4480,faircca89,Cade Fairchild &faircca89,NA,NA,TWO,125000,625000,xfaircca89-1,NULL,2012,2,2013,NA,faircca89-1-2,550000,87500,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,637500,Cade Fairchild,23,625000
4481,faircca89,Cade Fairchild &faircca89,NA,NA,TWO,62500,605000,xfaircca89-2,NULL,2014,1,2014,NA,faircca89-2-1,605000,0,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,605000,Cade Fairchild,24,605000
4482,faksara94,Radek Faksa &faksara94,NA,NA,TWO,350000,906500,xfaksara94-1,NULL,2013,5,2013,NA,faksara94-1-1,832500,92500,,,,,1,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,C,NA,212500,0,NA,925000,Radek Faksa,18,"955,833.333333333"
4483,faksara94,Radek Faksa &faksara94,NA,NA,TWO,350000,906500,xfaksara94-1,NULL,2013,5,2014,NA,faksara94-1-2,832500,92500,,,,,1,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,C,NA,212500,0,NA,925000,Radek Faksa,19,925000
4484,faksara94,Radek Faksa &faksara94,NA,NA,TWO,350000,906500,xfaksara94-1,NULL,2013,5,2015,NA,faksara94-1-3,832500,92500,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,C,NA,212500,0,NA,925000,Radek Faksa,20,"894,166.666666667"
4485,faksara94,Radek Faksa &faksara94,NA,NA,TWO,350000,906500,xfaksara94-1,NULL,2013,5,2016,NA,faksara94-1-4,925000,0,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,C,NA,575000,0,NA,925000,Radek Faksa,21,"894,166.666666667"
4486,faksara94,Radek Faksa &faksara94,NA,NA,TWO,350000,906500,xfaksara94-1,NULL,2013,5,2017,NA,faksara94-1-5,832500,0,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,C,NA,636500,0,NA,832500,Radek Faksa,22,"894,166.666666667"
4487,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,350000,600000,x-2000,2016,2016,1,2016,0,832392,6E+05,0,,,,,,FALSE,350000,0,,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,6E+05,Justin Falk,26,6E+05
4488,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,180000,591666,xfalkxju88-1,NULL,2009,3,2009,NA,falkxju88-1-1,5E+05,72500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,572500,Justin Falk,19,"591,666.666666667"
4489,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,180000,591666,xfalkxju88-1,NULL,2009,3,2010,NA,falkxju88-1-2,525000,72500,,,,,,TRUE,60000,0,60000,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,597500,Justin Falk,20,"591,666.666666667"
4490,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,180000,591666,xfalkxju88-1,NULL,2009,3,2011,NA,falkxju88-1-3,550000,55000,,,,,,FALSE,55000,0,55000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,605000,Justin Falk,21,"591,666.666666667"
4491,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,55000,605000,xfalkxju88-2,NULL,2012,1,2012,NA,falkxju88-2-1,605000,0,,,,,,FALSE,55000,0,55000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,605000,Justin Falk,22,605000
4492,falkxju88,Justin Falk &falkxju88,NA,NA,TWO,250000,700000,xfalkxju88-2015,NULL,2015,1,2015,NA,2071,7E+05,0,,,,,,FALSE,250000,0,350000,war-on-ice.com,RFA,,,,,,,D,NA,0,0,NA,7E+05,Justin Falk,25,7E+05
4493,falkxju88,Justin Falk &falkxju88,NA,NA,ONE,0,825000,xfalkxju88-3,NULL,2013,1,2013,NA,falkxju88-3-1,825000,0,,,,,,FALSE,0,0,825000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,825000,Justin Falk,23,825000
4494,falkxju88,Justin Falk &falkxju88,NA,NA,ONE,0,975000,xfalkxju88-4,NULL,2014,1,2014,NA,falkxju88-4-1,975000,0,,,,,,FALSE,0,0,975000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,975000,Justin Falk,24,975000
4495,fallojo85,Joe Fallon &fallojo85,NA,NA,TWO,100000,752500,xfallojo85-1,NULL,2009,2,2009,NA,fallojo85-1-1,725000,0,,,,,,TRUE,50000,0,50000,war-on-ice.com,NULL,,,,,,,G,NA,(non-zero),0,NA,725000,Joe Fallon,23,752500
4496,fallojo85,Joe Fallon &fallojo85,NA,NA,TWO,100000,752500,xfallojo85-1,NULL,2009,2,2010,NA,fallojo85-1-2,780000,0,,,,,,TRUE,50000,0,50000,war-on-ice.com,NULL,,,,,,,G,NA,(non-zero),0,NA,780000,Joe Fallon,24,752500
4497,fallsal90,Alexander Fallstrom &fallsal90,NA,NA,TWO,135000,727500,xfallsal90-1,NULL,2014,2,2014,NA,fallsal90-1-1,6E+05,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,R,NA,210000,0,NA,690000,Alexander Fallstrom,23,727500
4498,fallsal90,Alexander Fallstrom &fallsal90,NA,NA,TWO,135000,727500,xfallsal90-1,NULL,2014,2,2015,NA,fallsal90-1-2,675000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,RFA,,,,,,,R,NA,135000,0,NA,765000,Alexander Fallstrom,24,727500
4499,faragry90,Ryan Faragher &faragry90,NA,NA,TWO,65000,615000,xfaragry90-2015,NULL,2015,1,2015,NA,1727,550000,65000,,,,,,FALSE,65000,0,615000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,615000,Ryan Faragher,24,615000
4500,farnhbo89,Bobby Farnham &farnhbo89,NA,NA,TWO,100000,575000,x293,2016,2016,1,2016,0,406,575000,0,,,,,,FALSE,1E+05,0,125000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,575000,Bobby Farnham,26,575000
4501,farnhbo89,Bobby Farnham &farnhbo89,NA,NA,TWO,70000,550000,xfarnhbo89-1,NULL,2014,1,2014,NA,farnhbo89-1-1,550000,0,,,,,,FALSE,70000,0,70000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,550000,Bobby Farnham,24,550000
4502,farnhbo89,Bobby Farnham &farnhbo89,NA,NA,TWO,75000,550000,xfarnhbo89-2015,2015,2015,1,2015,0,1344,550000,0,,,,,,FALSE,75000,0,,war-on-ice.com,RFA,,,,,,,L,NA,0,0,NA,550000,Bobby Farnham,25,550000
4503,fasthvi82,Viktor Fasth &fasthvi82,NA,NA,ONE,0,1000000,xfasthvi82-1,NULL,2013,1,2013,NA,fasthvi82-1-1,1E+06,0,,,,,,FALSE,0,0,1000000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,1E+06,Viktor Fasth,30,1E+06
4504,fasthvi82,Viktor Fasth &fasthvi82,NA,NA,ONE,0,2900000,xfasthvi82-2014,NULL,2014,2,2014,NA,3574,2400000,0,,,,,,FALSE,0,0,2400000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,2400000,Viktor Fasth,31,2900000
4505,fasthvi82,Viktor Fasth &fasthvi82,NA,NA,ONE,0,2900000,xfasthvi82-2014,NULL,2014,2,2015,NA,3575,3400000,0,,,,,,FALSE,0,0,3400000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,3400000,Viktor Fasth,32,2900000
4506,fastxje91,Jesper Fast &fastxje91,NA,NA,ONE,0,950000,x354,2016,2016,2,2016,0,515,9E+05,0,,,,,,FALSE,0,0,,war-on-ice.com,RFA,,,,,,,RL,NA,0,0,NA,9E+05,Jesper Fast,23,950000
4507,fastxje91,Jesper Fast &fastxje91,NA,NA,ONE,0,950000,x354,2016,2016,2,2017,0,516,1E+06,0,,,,,,FALSE,0,0,,war-on-ice.com,RFA,,,,,,,RL,NA,0,0,NA,1E+06,Jesper Fast,24,950000
4508,fastxje91,Jesper Fast &fastxje91,NA,NA,TWO,202500,805000,xfastxje91-1,NULL,2013,3,2013,NA,fastxje91-1-1,525000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,RL,NA,285000,0,NA,615000,Jesper Fast,20,805000
4509,fastxje91,Jesper Fast &fastxje91,NA,NA,TWO,202500,805000,xfastxje91-1,NULL,2013,3,2014,NA,fastxje91-1-2,810000,90000,,,,,,FALSE,67500,0,67500,war-on-ice.com,NULL,,,,,,,RL,NA,0,0,NA,9E+05,Jesper Fast,21,805000
4510,fastxje91,Jesper Fast &fastxje91,NA,NA,TWO,202500,805000,xfastxje91-1,NULL,2013,3,2015,NA,fastxje91-1-3,810000,90000,,,,,,FALSE,67500,0,67500,war-on-ice.com,NULL,,,,,,,RL,NA,0,0,NA,9E+05,Jesper Fast,22,805000
4511,fastxt.87,T.J. Fast &fastxt.87,NA,NA,TWO,187500,643333,xfastxt.87-1,NULL,2009,3,2009,NA,fastxt.87-1-1,550000,60000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,610000,NA,NA,"643,333.333333333"
4512,fastxt.87,T.J. Fast &fastxt.87,NA,NA,TWO,187500,643333,xfastxt.87-1,NULL,2009,3,2010,NA,fastxt.87-1-2,6E+05,60000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,660000,NA,NA,"643,333.333333333"
4513,fastxt.87,T.J. Fast &fastxt.87,NA,NA,TWO,187500,643333,xfastxt.87-1,NULL,2009,3,2011,NA,fastxt.87-1-3,6E+05,60000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,(non-zero),0,NA,660000,NA,NA,"643,333.333333333"
4514,fataxdr83,Drew Fata &fataxdr83,NA,NA,TWO,125000,550000,xfataxdr83-1,NULL,2010,1,2010,NA,fataxdr83-1-1,550000,0,,,,,,FALSE,125000,0,125000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,550000,Drew Fata,26,550000
4515,fataxri80,NA,NA,NA,Unknown,NA,NA,2003fataxri80,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,Rico Fata,22,NA
4516,fataxri80,NA,NA,NA,Unknown,NA,NA,2004fataxri80,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715000,Rico Fata,23,NA
4517,fataxri80,NA,NA,NA,Unknown,NA,NA,2006fataxri80,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551000,Rico Fata,25,NA
4518,faulkju92,Justin Faulk &faulkju92,NA,NA,TWO,202500,840000,xfaulkju92-1,NULL,2012,3,2012,NA,faulkju92-1-1,7E+05,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,D,NA,110000,0,NA,790000,Justin Faulk,19,840000
4519,faulkju92,Justin Faulk &faulkju92,NA,NA,TWO,202500,840000,xfaulkju92-1,NULL,2012,3,2013,NA,faulkju92-1-2,750000,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,D,NA,60000,0,NA,840000,Justin Faulk,20,840000
4520,faulkju92,Justin Faulk &faulkju92,NA,NA,TWO,202500,840000,xfaulkju92-1,NULL,2012,3,2014,NA,faulkju92-1-3,8E+05,90000,,,,,,TRUE,67500,0,67500,war-on-ice.com,NULL,,,,,,,D,NA,10000,0,NA,890000,Justin Faulk,21,840000
4521,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2015,NA,3196,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,2500000,Justin Faulk,22,"4,833,333.33333333"
4522,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2016,NA,3197,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,3500000,Justin Faulk,23,"4,833,333.33333333"
4523,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2017,NA,3198,5500000,0,,,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,5500000,Justin Faulk,24,"4,833,333.33333333"
4524,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2018,NA,3199,5500000,0,,,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,5500000,Justin Faulk,25,"4,833,333.33333333"
4525,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2019,NA,3200,6E+06,0,,,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,6E+06,Justin Faulk,26,"4,833,333.33333333"
4526,faulkju92,Justin Faulk &faulkju92,NA,NA,ONE,0,4833333,xfaulkju92-2015,NULL,2015,6,2020,NA,3201,6E+06,0,,,,,,FALSE,0,0,6000000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,6E+06,Justin Faulk,27,"4,833,333.33333333"
4527,faynema87,Mark Fayne &faynema87,NA,NA,TWO,120000,542500,xfaynema87-1,NULL,2011,2,2011,NA,faynema87-1-1,5E+05,30000,,,,,,FALSE,60000,0,60000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,530000,Mark Fayne,23,542500
4528,faynema87,Mark Fayne &faynema87,NA,NA,TWO,120000,542500,xfaynema87-1,NULL,2011,2,2012,NA,faynema87-1-2,525000,30000,,,,,,FALSE,60000,0,60000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,555000,Mark Fayne,24,542500
4529,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,1300000,xfaynema87-2,NULL,2013,2,2013,NA,faynema87-2-1,1200000,0,,,,,,FALSE,0,0,1200000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,1200000,Mark Fayne,25,1300000
4530,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,1300000,xfaynema87-2,NULL,2013,2,2014,NA,faynema87-2-2,1400000,0,,,,,,FALSE,0,0,1400000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,1400000,Mark Fayne,26,1300000
4531,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,3625000,xfaynema87-2015,NULL,2015,4,2015,NA,1989,3500000,5E+05,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,4E+06,Mark Fayne,27,3625000
4532,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,3625000,xfaynema87-2015,NULL,2015,4,2016,NA,1990,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,3500000,Mark Fayne,28,3625000
4533,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,3625000,xfaynema87-2015,NULL,2015,4,2017,NA,1991,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,3500000,Mark Fayne,29,3625000
4534,faynema87,Mark Fayne &faynema87,NA,NA,ONE,0,3625000,xfaynema87-2015,NULL,2015,4,2018,NA,1992,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,3500000,Mark Fayne,30,3625000
4535,fazlera96,Radel Fazleev &fazlera96,NA,NA,TWO,200000,702500,x-2009,2016,2016,3,2016,0,5888,575000,82500,,,,,,FALSE,65000,0,,war-on-ice.com,RFA,,,,,,,C,167,167500,0,"Games Played; Individual League ""B"" Bonuses",657500,Radel Fazleev,19,702500
4536,fazlera96,Radel Fazleev &fazlera96,NA,NA,TWO,200000,702500,x-2009,2016,2016,3,2017,0,5889,650000,77500,,,,,,FALSE,65000,0,,war-on-ice.com,RFA,,,,,,,C,168,47500,0,,727500,Radel Fazleev,20,702500
4537,fazlera96,Radel Fazleev &fazlera96,NA,NA,TWO,200000,702500,x-2009,2016,2016,3,2018,0,5890,650000,72500,,,,,,FALSE,70000,0,,war-on-ice.com,RFA,,,,,,,C,169,2500,0,,722500,Radel Fazleev,21,702500
4538,fedorse69,NA,NA,NA,Unknown,NA,NA,2003fedorse69,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2E+06,Sergei Fedorov,32,NA
4539,fedorse69,NA,NA,NA,Unknown,NA,NA,2004fedorse69,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1E+07,Sergei Fedorov,33,NA
4540,fedorse69,NA,NA,NA,Unknown,NA,NA,2006fedorse69,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080000,Sergei Fedorov,35,NA
4541,fedorse69,NA,NA,NA,Unknown,NA,NA,2007fedorse69,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080000,Sergei Fedorov,36,NA
4542,fedorse69,NA,NA,NA,Unknown,NA,NA,2008fedorse69,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080000,Sergei Fedorov,37,NA
4543,fedorse69,Sergei Fedorov &fedorse69,NA,NA,ONE,0,4000000,xfedorse69-1,NULL,2009,1,2009,NA,fedorse69-1-1,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,4E+06,Sergei Fedorov,38,4E+06
4544,fedorto79,NA,NA,NA,Unknown,NA,NA,2003fedorto79,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5E+05,Todd Fedoruk,23,NA
4545,fedorto79,NA,NA,NA,Unknown,NA,NA,2004fedorto79,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6E+05,Todd Fedoruk,24,NA
4546,fedorto79,NA,NA,NA,Unknown,NA,NA,2006fedorto79,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,Todd Fedoruk,26,NA
4547,fedorto79,NA,NA,NA,Unknown,NA,NA,2008fedorto79,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875000,Todd Fedoruk,28,NA
4548,fedorto79,Todd Fedoruk &fedorto79,NA,NA,ONE,0,1058333,xfedorto79-1,NULL,2009,3,2009,NA,fedorto79-1-1,1E+06,0,,,,,,FALSE,0,0,1000000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1E+06,Todd Fedoruk,29,"1,058,333.33333333"
4549,fedorto79,Todd Fedoruk &fedorto79,NA,NA,ONE,0,1058333,xfedorto79-1,NULL,2009,3,2010,NA,fedorto79-1-2,1050000,0,,,,,,FALSE,0,0,1050000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1050000,Todd Fedoruk,30,"1,058,333.33333333"
4550,fedorto79,Todd Fedoruk &fedorto79,NA,NA,ONE,0,1058333,xfedorto79-1,NULL,2009,3,2011,NA,fedorto79-1-3,1125000,0,,,,,,FALSE,0,0,1125000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1125000,Todd Fedoruk,31,"1,058,333.33333333"
4551,fedotru79,NA,NA,NA,Unknown,NA,NA,2003fedotru79,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715000,Ruslan Fedotenko,23,NA
4552,fedotru79,NA,NA,NA,Unknown,NA,NA,2004fedotru79,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950000,Ruslan Fedotenko,24,NA
4553,fedotru79,NA,NA,NA,Unknown,NA,NA,2006fedotru79,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,Ruslan Fedotenko,26,NA
4554,fedotru79,NA,NA,NA,Unknown,NA,NA,2007fedotru79,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650000,Ruslan Fedotenko,27,NA
4555,fedotru79,NA,NA,NA,Unknown,NA,NA,2008fedotru79,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900000,Ruslan Fedotenko,28,NA
4556,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,TWO,250000,600000,x134,2016,2016,1,2016,0,154,6E+05,0,,,,,,FALSE,250000,0,300000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,6E+05,Ruslan Fedotenko,36,6E+05
4557,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,ONE,0,2250000,xfedotru79-1,NULL,2009,1,2009,NA,fedotru79-1-1,2250000,0,,,,,,FALSE,0,0,2250000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,2250000,Ruslan Fedotenko,29,2250000
4558,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,ONE,0,1800000,xfedotru79-2,NULL,2010,1,2010,NA,fedotru79-2-1,1800000,0,,,,,,FALSE,0,0,1800000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1800000,Ruslan Fedotenko,30,1800000
4559,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,ONE,0,1000000,xfedotru79-3,NULL,2011,1,2011,NA,fedotru79-3-1,1E+06,0,,,,,,FALSE,0,0,1000000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1E+06,Ruslan Fedotenko,31,1E+06
4560,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,ONE,0,1400000,xfedotru79-4,NULL,2012,1,2012,NA,fedotru79-4-1,1400000,0,,,,,,FALSE,0,0,1400000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1400000,Ruslan Fedotenko,32,1400000
4561,fedotru79,Ruslan Fedotenko &fedotru79,NA,NA,ONE,0,1750000,xfedotru79-5,NULL,2013,1,2013,NA,fedotru79-5-1,1750000,0,,,,,,FALSE,0,0,1750000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1750000,Ruslan Fedotenko,33,1750000
